COUNTRY_ALPHA,E016,E069_54,F050,F051,F053,F054,E217,E218,E220,I001,I002,E234
COL,1,3,1,1,0,1,10,10,10,1,10,10
COL,2,3,1,0,1,1,1,9,7,6,6,1
COL,1,3,1,0,0,1,10,10,10,10,1,6
COL,3,2,1,1,1,1,5,5,5,10,1,5
COL,1,1,1,0,0,1,10,10,1,1,1,10
COL,1,2,1,1,0,1,10,10,5,9,5,8
COL,1,4,1,1,1,1,1,10,10,2,10,10
COL,1,3,1,1,1,1,10,10,10,1,10,1
COL,3,3,1,0,0,0,1,10,5,5,5,10
COL,1,1,1,1,1,1,10,10,8,1,1,8
COL,1,3,1,1,1,1,6,8,8,6,10,5
COL,1,2,1,1,0,1,6,6,6,6,4,7
COL,1,2,1,1,1,0,10,1,10,10,1,10
COL,1,3,1,1,0,1,10,10,10,9,10,10
COL,2,3,1,0,0,0,6,9,10,10,7,1
COL,1,3,1,0,1,1,6,6,1,10,10,6
COL,1,2,1,0,0,1,5,10,10,10,10,5
COL,3,1,1,1,1,1,10,10,1,10,10,10
COL,1,3,1,0,1,1,1,1,10,10,1,1
COL,2,3,1,1,1,1,5,5,5,5,5,5
COL,3,1,1,0,1,1,10,10,10,10,10,7
COL,1,3,1,0,0,1,6,6,5,6,4,8
COL,2,3,1,1,1,1,6,6,4,6,7,6
COL,1,3,1,1,1,1,1,1,10,10,1,2
COL,1,3,1,0,1,1,8,7,7,5,5,8
COL,3,4,1,1,1,1,1,1,8,9,2,1
COL,1,3,1,0,1,1,10,10,5,4,5,3
COL,1,1,1,1,0,1,10,10,10,10,1,10
COL,1,2,1,1,0,0,4,10,5,2,1,10
COL,1,3,1,1,1,1,8,8,5,6,4,8
COL,3,2,1,1,1,1,10,5,5,5,1,9
COL,1,3,1,1,1,1,10,10,10,10,10,10
COL,1,3,1,1,1,1,6,7,8,10,5,5
COL,1,3,1,0,1,1,3,7,10,10,2,5
COL,1,3,1,0,0,1,5,8,7,8,7,7
COL,1,4,1,1,1,1,10,10,1,7,5,8
COL,1,3,1,0,0,1,10,10,10,10,10,10
COL,1,1,1,0,0,1,4,7,5,5,8,7
COL,3,2,1,1,1,1,10,10,10,10,9,8
COL,3,2,1,1,1,1,3,8,6,5,7,5
COL,3,3,1,0,0,0,8,9,9,10,10,10
COL,1,2,1,1,1,1,10,10,1,1,10,1
COL,1,3,1,1,1,1,10,10,10,10,10,1
COL,2,1,1,1,0,1,10,5,10,5,10,5
COL,1,2,1,1,1,1,1,1,10,1,1,6
COL,3,3,1,0,0,0,1,5,1,1,1,6
COL,1,4,1,1,1,1,1,9,7,2,8,10
COL,1,2,1,1,1,1,10,9,9,10,6,10
COL,1,4,1,1,0,0,10,1,1,1,1,10
COL,1,1,1,1,0,1,10,10,10,10,3,10
COL,1,3,1,1,0,1,1,1,10,1,1,1
COL,1,2,1,0,0,1,1,1,10,1,1,9
COL,1,4,1,1,0,1,3,10,5,5,5,8
COL,1,3,1,0,0,0,5,10,10,10,10,10
COL,1,1,1,1,1,1,7,10,8,6,8,5
COL,1,2,1,1,0,1,10,5,5,10,1,5
COL,1,3,1,0,0,0,5,1,10,9,10,1
COL,1,2,1,1,0,1,8,7,6,6,1,4
COL,1,3,1,0,0,1,4,1,10,10,10,10
COL,3,3,1,1,1,1,5,8,4,9,7,1
COL,1,3,1,1,0,1,9,10,3,2,2,10
COL,1,3,1,1,1,1,5,10,5,10,1,5
COL,1,1,1,1,0,1,10,3,10,10,1,5
COL,1,3,1,1,0,1,10,10,1,1,1,10
COL,1,2,1,0,1,0,10,5,1,1,5,10
COL,3,4,1,1,1,1,1,1,1,10,1,1
COL,1,3,1,1,1,1,1,1,1,1,1,10
COL,1,2,1,1,1,1,10,1,1,10,1,10
COL,3,4,1,0,1,0,5,5,5,5,5,5
COL,1,4,1,1,1,1,5,1,5,5,1,10
COL,2,4,1,0,0,0,6,6,5,3,1,6
COL,3,3,1,0,0,1,1,10,10,10,1,10
COL,3,3,1,1,1,1,2,2,9,9,3,5
COL,1,1,1,1,1,1,8,8,4,2,8,9
COL,3,1,1,0,0,0,8,2,9,8,6,6
COL,2,2,1,1,0,1,9,10,5,9,10,10
COL,3,4,1,1,1,1,1,10,1,10,1,10
COL,1,3,1,1,1,1,10,10,8,2,3,10
COL,1,4,1,1,1,1,10,10,8,7,7,8
COL,1,1,1,1,1,1,8,10,1,4,10,9
COL,3,3,1,0,1,1,1,5,10,10,10,1
COL,1,1,1,0,0,0,10,5,3,3,1,10
COL,1,1,1,0,0,1,10,10,10,9,8,10
COL,3,3,1,1,0,1,5,6,4,7,1,5
COL,1,1,1,1,0,1,1,10,10,10,1,10
COL,1,2,1,1,0,0,10,9,5,1,5,10
COL,1,1,1,0,1,1,2,2,8,2,8,9
COL,1,1,1,1,1,1,8,10,1,1,1,6
COL,3,1,1,1,1,1,10,10,5,10,10,10
COL,1,1,1,1,1,1,10,10,10,6,8,4
COL,3,3,1,1,1,1,1,10,10,1,1,1
COL,2,3,1,1,0,1,1,1,10,10,1,1
COL,2,3,1,0,0,0,5,6,6,5,6,5
COL,1,1,1,1,1,1,10,10,10,10,10,10
COL,2,2,1,0,1,1,10,3,10,10,5,7
COL,1,3,1,1,0,1,1,1,10,10,10,1
COL,1,2,0,0,0,0,8,5,1,3,1,7
COL,3,2,1,1,1,1,10,10,1,10,10,10
COL,3,1,1,1,1,1,1,5,4,8,9,5
COL,1,2,1,1,0,1,10,1,1,8,5,7
COL,1,3,1,1,1,1,5,5,5,5,5,5
COL,1,1,1,1,1,1,10,10,1,1,10,5
COL,3,1,1,0,0,0,1,8,10,8,3,8
COL,1,2,0,1,1,0,8,9,10,1,4,6
COL,3,1,1,1,1,1,5,5,5,1,10,1
COL,3,1,1,1,1,1,1,1,1,10,10,1
COL,1,2,1,0,0,0,5,8,8,5,2,8
COL,1,4,1,0,1,1,5,5,5,5,5,5
COL,3,4,1,1,1,1,7,10,10,6,7,6
COL,1,3,1,1,1,1,5,6,1,6,1,7
COL,1,3,1,0,0,1,1,1,10,10,8,1
COL,1,2,1,1,0,1,1,10,1,10,1,5
COL,1,3,0,0,0,0,10,10,1,5,1,10
COL,3,2,1,1,0,1,6,9,10,1,4,1
COL,1,2,0,0,0,0,7,8,1,10,2,5
COL,2,3,1,1,1,1,2,8,7,5,5,5
COL,1,4,1,1,1,1,8,4,3,2,2,7
COL,3,2,1,1,0,1,10,6,6,8,6,1
COL,1,3,1,0,0,0,6,4,3,5,3,7
COL,1,3,1,1,1,1,8,9,10,10,6,10
COL,1,2,1,1,1,1,8,7,5,9,3,8
COL,1,1,1,1,1,0,5,2,10,10,6,1
COL,3,1,1,1,1,1,1,10,10,10,10,1
COL,1,1,1,0,0,1,5,5,8,8,3,4
COL,1,4,1,1,0,1,10,10,10,10,10,1
COL,3,3,1,1,1,1,5,5,5,3,4,3
COL,3,3,1,0,1,1,1,10,10,10,10,1
COL,1,2,1,1,1,1,8,8,6,8,6,7
COL,1,1,1,1,1,1,4,8,1,10,7,1
COL,1,2,1,1,1,1,4,1,7,7,6,3
COL,3,3,1,0,0,1,10,10,10,10,10,1
COL,3,2,1,1,1,1,9,9,10,10,10,1
COL,3,2,1,1,1,1,5,10,10,10,10,1
COL,3,2,1,1,0,1,6,7,10,10,1,6
COL,2,1,1,0,0,1,6,10,10,10,5,10
COL,1,1,1,1,0,0,1,1,10,10,1,5
COL,1,1,1,1,0,1,1,10,10,10,1,1
COL,1,3,1,1,0,1,1,10,10,10,10,10
COL,3,2,1,1,0,1,6,6,9,9,9,7
COL,3,1,1,1,0,1,5,5,9,8,5,7
COL,1,3,1,0,0,0,9,9,2,10,1,10
COL,1,2,0,0,0,0,2,7,8,5,1,7
COL,1,3,1,0,0,1,10,10,10,10,9,10
COL,1,3,1,1,1,1,1,7,7,6,8,10
COL,3,3,1,0,0,1,1,10,10,10,10,1
COL,1,2,1,0,1,1,8,5,9,9,10,10
COL,1,4,1,1,1,1,1,10,1,10,5,1
COL,1,4,0,0,0,0,7,10,1,1,1,10
COL,1,2,1,0,0,0,10,5,3,3,2,10
COL,1,1,1,1,0,1,6,6,9,7,8,6
COL,1,1,1,1,1,1,10,8,2,1,1,10
COL,1,4,1,1,0,1,5,7,7,7,8,8
COL,1,4,1,1,0,1,10,10,10,10,10,1
COL,2,3,1,1,0,1,8,8,3,5,8,7
COL,1,3,1,0,0,1,10,10,1,10,10,10
COL,3,3,1,0,0,1,3,5,5,5,3,4
COL,3,3,1,0,0,1,7,4,4,8,7,6
COL,1,3,1,1,1,1,5,4,8,7,5,1
COL,2,3,1,1,0,1,1,10,1,10,1,5
COL,1,4,1,1,0,1,1,10,9,7,6,9
COL,1,1,1,1,1,1,10,10,1,10,10,1
COL,1,2,0,0,0,0,10,10,5,3,1,10
COL,1,3,0,0,0,0,10,8,8,4,1,7
COL,3,3,1,1,0,1,1,1,10,1,1,1
COL,1,1,1,0,0,0,5,7,7,8,8,9
COL,1,1,1,0,1,1,5,6,8,8,3,3
COL,3,1,1,1,0,1,10,10,10,10,10,1
COL,1,1,1,1,1,1,1,7,9,8,6,6
COL,1,2,1,1,1,1,5,10,8,5,4,5
COL,1,2,1,0,1,1,10,10,9,1,1,10
COL,1,3,1,1,0,1,10,9,10,5,5,10
COL,1,3,1,0,0,1,1,10,10,1,10,10
COL,1,1,1,1,1,1,10,10,10,10,10,1
COL,1,3,1,0,0,0,8,10,10,1,10,10
COL,1,3,1,1,0,0,1,1,10,10,10,1
COL,1,1,1,1,1,1,10,10,10,10,10,10
COL,1,3,1,1,0,1,7,8,5,1,10,1
COL,1,3,1,1,1,1,5,8,10,2,2,7
COL,3,3,1,1,1,1,1,1,1,1,10,1
COL,1,2,1,1,0,1,1,3,3,2,1,5
COL,1,1,1,1,0,1,10,10,10,10,10,5
COL,3,2,1,1,1,1,2,1,4,4,8,6
COL,1,3,1,1,1,1,10,6,8,8,5,5
COL,1,4,1,0,0,1,8,10,10,8,1,3
COL,3,4,1,0,0,0,1,1,1,1,10,1
COL,2,1,1,1,1,1,5,5,7,5,4,7
COL,1,3,1,1,1,1,3,10,5,6,10,5
COL,3,4,1,0,1,1,3,3,3,3,3,3
COL,2,3,1,1,1,1,8,8,8,8,5,1
COL,1,4,1,1,1,1,2,3,9,10,6,7
COL,1,3,1,0,1,1,8,2,5,8,3,3
COL,1,4,1,1,1,0,8,8,5,9,8,5
COL,1,4,1,0,0,1,8,8,8,8,3,8
COL,3,3,1,1,1,1,8,10,10,10,10,1
COL,3,2,1,0,0,0,1,10,8,8,1,2
COL,3,1,1,1,1,0,1,1,10,10,1,1
COL,1,3,1,0,0,1,8,9,9,10,5,6
COL,1,2,1,1,0,0,7,5,4,9,1,4
COL,3,4,1,0,1,1,1,5,8,10,10,1
COL,1,2,1,0,0,1,10,9,10,10,4,10
COL,1,3,1,1,0,1,1,10,10,10,10,10
COL,1,1,1,1,1,1,5,8,8,8,1,8
COL,1,3,1,1,0,1,10,10,10,1,10,10
COL,1,3,1,0,0,1,6,8,6,9,6,10
COL,1,1,1,1,1,1,6,6,6,2,8,8
COL,1,1,1,1,0,1,7,7,7,6,7,7
COL,2,1,1,1,1,1,4,4,7,6,6,10
COL,1,2,1,1,1,1,6,4,7,1,1,4
COL,1,2,1,0,0,1,7,5,8,3,6,4
COL,1,1,1,1,0,1,1,1,1,1,1,1
COL,1,4,1,0,0,1,10,10,10,10,10,10
COL,3,3,1,0,1,1,6,6,5,5,5,8
COL,1,3,1,0,1,1,10,7,6,5,4,10
COL,1,2,1,0,0,0,1,6,10,8,8,10
COL,3,4,1,1,1,1,8,9,5,7,1,7
COL,1,3,1,0,0,1,1,1,1,1,1,10
COL,1,2,1,0,1,1,10,10,1,1,6,7
COL,1,3,1,0,0,0,8,7,5,7,8,7
COL,1,3,1,0,0,1,10,10,10,10,3,10
COL,1,2,1,1,1,1,6,6,9,7,3,8
COL,2,4,1,1,1,1,2,10,1,1,5,1
COL,3,1,1,1,0,1,5,9,10,9,4,1
COL,3,1,1,0,0,1,1,7,6,5,6,7
COL,1,1,1,1,0,1,1,1,1,10,10,1
COL,1,2,1,1,1,1,2,10,9,9,1,8
COL,3,4,1,1,1,1,1,1,1,1,1,1
COL,1,1,1,0,0,1,10,10,10,10,10,10
COL,1,3,1,1,0,1,1,1,1,10,10,1
COL,1,1,1,1,1,1,8,9,10,3,10,8
COL,2,3,1,0,0,0,6,1,5,1,4,1
COL,1,1,1,1,1,1,6,7,9,9,3,6
COL,1,3,1,0,1,1,10,5,5,7,5,2
COL,1,1,1,0,1,1,4,10,6,7,6,9
COL,1,2,1,0,0,1,7,9,7,1,8,8
COL,3,1,1,1,1,1,1,1,10,10,10,1
COL,1,4,1,0,0,1,10,10,10,10,10,1
COL,1,1,1,1,1,1,10,10,10,10,1,1
COL,1,4,1,1,1,1,10,10,10,1,10,1
COL,1,1,1,1,0,1,10,10,1,10,1,10
COL,1,2,1,1,1,1,1,10,10,1,10,10
COL,2,2,1,0,0,0,5,3,7,4,8,3
COL,1,1,1,1,1,1,10,10,10,10,10,10
COL,1,1,1,1,1,1,5,6,8,8,8,8
COL,1,3,1,1,1,1,3,3,8,10,5,4
COL,3,2,1,1,1,1,7,7,7,7,5,6
COL,3,2,1,1,1,1,1,10,10,10,10,1
COL,3,2,1,1,1,1,9,6,10,3,5,7
COL,1,4,1,0,0,1,8,10,10,10,6,4
COL,1,1,1,1,1,1,8,7,8,7,2,6
COL,1,3,1,0,0,1,5,10,10,10,1,1
COL,1,4,1,1,0,1,8,10,9,8,10,8
COL,3,1,1,1,1,1,9,6,8,3,2,1
COL,1,3,1,0,1,1,1,10,10,1,1,1
COL,1,2,1,0,0,1,4,8,7,6,1,9
COL,1,3,1,1,1,1,2,8,3,2,3,10
COL,1,2,1,1,1,1,5,10,8,5,7,3
COL,1,1,1,0,0,1,10,10,10,10,1,10
COL,3,3,1,1,1,1,7,6,10,1,1,8
COL,1,1,1,0,0,0,10,10,10,1,1,6
COL,1,4,1,1,1,1,10,10,1,10,5,10
COL,1,2,1,1,1,1,8,8,10,10,8,8
COL,3,3,1,1,0,1,10,8,5,2,5,10
COL,3,1,1,1,1,1,4,3,2,4,5,5
COL,1,2,1,1,1,1,10,10,10,1,10,9
COL,1,2,1,1,1,1,2,9,9,9,3,3
COL,1,2,1,1,0,0,7,7,6,5,4,7
COL,3,4,1,0,0,0,1,1,1,1,1,1
COL,3,3,1,0,0,0,10,10,10,10,10,1
COL,3,3,1,0,0,0,6,7,1,5,7,1
COL,1,2,1,1,1,1,8,5,8,8,4,7
COL,1,2,1,1,0,0,5,6,10,5,3,7
COL,3,2,1,1,1,1,5,9,7,8,10,9
COL,3,2,1,0,0,0,1,10,10,1,10,1
COL,1,3,1,1,1,1,10,5,8,5,5,5
COL,3,1,1,1,0,1,1,1,10,10,10,1
COL,1,2,1,0,0,1,1,3,5,1,8,1
COL,1,3,1,0,0,1,1,10,1,1,10,1
COL,1,3,1,0,1,1,1,7,6,5,4,1
COL,2,4,1,1,0,1,1,3,10,5,8,2
COL,1,1,1,1,1,1,6,3,4,7,4,6
COL,1,3,1,0,0,1,10,10,1,1,9,10
COL,1,3,1,0,0,1,10,10,10,10,10,1
COL,1,3,1,0,0,1,10,10,10,8,8,10
COL,2,3,1,1,1,0,10,10,1,1,1,10
COL,1,3,1,0,0,0,10,10,10,10,10,10
COL,1,4,1,1,0,1,4,10,10,10,10,10
COL,2,4,1,0,1,1,3,4,10,8,5,8
COL,3,3,1,0,1,1,10,10,10,10,10,10
COL,1,3,1,0,0,0,10,1,10,8,8,1
COL,1,2,1,1,1,1,7,7,7,7,5,5
COL,3,3,1,1,0,1,1,3,10,5,6,8
COL,3,3,1,0,1,1,1,1,4,6,2,4
COL,1,4,1,1,1,1,4,3,7,6,4,10
COL,1,1,1,1,0,1,1,10,10,1,1,10
COL,1,3,1,1,1,1,1,10,1,1,10,1
COL,3,1,1,1,1,1,8,7,6,8,2,9
COL,1,3,1,1,1,1,5,7,2,1,7,1
COL,2,2,1,1,1,1,5,5,8,8,3,7
COL,1,2,0,0,0,0,10,10,10,10,1,10
COL,1,3,0,0,0,0,8,8,7,3,1,7
COL,2,4,1,1,1,1,1,5,10,10,1,5
COL,1,3,1,0,0,1,10,2,10,10,10,10
COL,1,1,1,0,0,1,7,8,10,10,10,10
COL,1,2,1,1,1,1,5,6,7,7,8,6
COL,1,2,1,1,0,1,3,10,10,5,10,10
COL,1,1,1,0,1,1,5,10,1,5,1,8
COL,1,3,1,1,1,1,8,8,8,8,1,10
COL,3,3,1,1,0,1,1,10,4,1,10,3
COL,1,3,1,1,0,1,10,10,10,1,10,10
COL,2,3,1,0,0,1,4,5,2,6,7,3
COL,1,2,1,1,1,1,10,7,5,10,7,1
COL,1,2,1,1,1,1,6,9,8,7,4,8
COL,1,2,1,1,0,1,8,9,9,7,5,6
COL,1,2,1,1,1,1,4,5,5,5,5,7
COL,1,1,1,1,1,1,10,10,1,1,1,1
COL,2,4,1,1,1,1,1,1,6,10,1,3
COL,2,3,1,0,0,1,7,6,3,9,5,6
COL,1,3,1,0,0,1,10,10,10,10,10,3
COL,1,3,1,1,1,1,6,7,5,7,5,5
COL,1,3,1,1,1,1,10,10,8,10,1,8
COL,1,4,1,1,1,1,10,10,5,10,10,5
COL,1,3,1,1,0,1,6,8,2,2,4,7
COL,3,4,1,1,1,1,8,8,10,5,10,1
COL,2,1,1,0,0,0,8,8,5,8,7,7
COL,1,2,1,0,1,1,10,10,10,1,1,1
COL,1,1,1,1,1,1,1,6,5,9,4,1
COL,1,2,1,1,1,1,10,1,1,1,10,1
COL,1,3,1,0,1,1,10,10,1,10,1,10
COL,1,1,1,1,1,1,6,8,7,1,10,6
COL,1,1,1,1,1,1,10,10,5,1,1,10
COL,3,1,1,1,1,1,10,5,10,9,1,10
COL,1,1,1,0,0,0,10,10,1,1,1,10
COL,1,3,1,1,1,1,3,10,3,1,2,3
COL,1,1,1,1,0,1,10,10,10,10,1,1
COL,2,3,1,1,1,1,9,8,1,10,10,8
COL,1,1,1,1,1,1,4,5,3,5,1,6
COL,1,1,1,1,0,0,9,9,9,9,8,9
COL,1,1,1,0,1,1,1,1,1,10,1,5
COL,1,2,1,1,1,1,10,10,10,10,10,10
COL,1,3,1,0,0,0,8,5,4,4,7,6
COL,1,3,1,1,0,0,10,10,10,9,10,2
COL,1,2,1,0,0,0,8,9,7,6,2,5
COL,3,3,1,1,1,1,5,5,8,10,1,5
COL,2,2,1,0,0,0,8,7,7,4,3,7
COL,3,4,1,1,1,1,2,5,4,5,2,1
COL,3,3,1,0,1,1,8,8,8,8,6,6
COL,1,2,1,1,1,1,2,10,1,3,4,1
COL,1,1,1,0,0,1,1,10,10,1,10,10
COL,1,2,1,0,0,0,6,8,8,1,10,7
COL,1,3,1,0,1,1,8,10,10,10,5,7
COL,1,3,1,1,0,1,1,5,10,5,5,1
COL,1,3,1,0,0,1,10,10,10,10,10,10
COL,3,3,1,1,1,1,1,6,10,8,8,1
COL,1,3,1,0,0,0,10,10,10,10,6,10
COL,2,3,1,1,1,1,5,5,5,5,5,1
COL,1,3,1,1,1,1,10,10,10,5,10,10
COL,1,2,1,0,0,0,6,7,6,6,7,7
COL,1,4,1,1,1,1,4,5,4,5,6,2
COL,1,3,1,1,0,0,8,5,4,3,6,8
COL,1,2,1,0,1,1,10,10,10,10,7,10
COL,1,2,1,1,0,1,10,10,10,8,1,1
COL,3,1,1,1,0,1,5,9,5,3,8,1
COL,3,2,1,1,0,0,3,8,8,5,1,5
COL,1,3,1,0,1,1,7,5,10,10,5,6
COL,2,1,1,1,0,1,10,10,1,10,1,9
COL,2,1,1,1,1,1,5,6,8,6,5,10
COL,3,1,1,1,0,0,1,1,10,10,10,10
COL,1,3,1,1,0,1,10,5,10,10,1,10
COL,1,2,0,0,0,0,1,1,10,1,1,1
COL,1,2,1,0,0,0,8,8,6,6,8,1
COL,1,1,1,0,0,0,5,5,5,3,2,10
COL,1,3,1,0,0,1,10,10,10,10,1,1
COL,3,3,1,0,0,0,2,1,1,1,10,1
COL,3,3,1,1,1,1,6,8,3,5,4,1
COL,1,1,1,1,0,1,3,7,8,7,1,8
COL,3,3,1,1,0,1,5,10,2,4,2,3
COL,2,4,1,1,0,1,9,8,10,9,8,1
COL,1,1,1,1,0,1,1,10,1,1,10,10
COL,1,2,0,0,0,0,8,7,1,2,5,8
COL,2,3,1,0,0,1,5,8,10,10,7,5
COL,2,2,1,1,0,1,5,4,5,8,3,6
COL,1,3,1,0,0,1,8,10,10,8,10,6
COL,1,3,1,1,1,1,6,7,10,10,9,10
COL,1,2,1,0,0,0,4,2,1,5,8,6
COL,1,2,1,0,0,0,1,10,1,1,1,1
COL,1,1,1,0,0,0,10,10,10,10,10,10
COL,1,1,1,1,0,0,10,1,10,10,1,1
COL,1,4,1,1,1,1,10,10,10,10,10,1
COL,3,3,1,1,1,1,4,5,8,6,5,4
COL,1,2,1,1,0,1,8,8,6,8,6,8
COL,1,1,1,1,0,1,10,10,5,10,5,5
COL,1,1,1,1,1,1,10,10,2,4,9,1
COL,2,3,1,1,0,1,3,4,3,2,3,2
COL,1,3,1,0,1,1,9,9,8,5,2,5
COL,1,2,1,1,0,1,7,8,9,6,5,8
COL,1,1,1,0,1,1,10,10,10,10,10,9
COL,1,2,1,1,1,1,10,9,8,7,9,1
COL,1,2,1,1,1,1,10,10,5,5,5,10
COL,1,2,1,1,1,1,10,10,1,10,10,10
COL,3,1,1,0,1,1,6,3,5,1,2,2
COL,1,2,1,0,0,0,10,10,10,1,10,10
COL,1,3,1,1,0,1,10,10,10,10,10,10
COL,1,3,1,1,1,1,10,10,2,1,10,1
COL,1,2,1,1,0,0,8,10,5,1,1,7
COL,1,1,1,1,1,1,8,9,9,9,8,8
COL,1,3,1,0,0,1,9,10,8,7,7,10
COL,2,3,1,1,1,1,1,10,1,10,6,1
COL,1,1,1,0,1,1,1,10,10,10,10,3
COL,1,2,1,0,0,0,5,10,10,9,5,8
COL,1,4,1,0,0,1,1,1,10,10,1,6
COL,1,1,1,1,1,1,10,10,10,7,1,10
COL,1,3,1,0,0,1,3,1,10,1,10,5
COL,3,3,1,1,1,1,10,10,10,10,1,5
COL,1,1,1,1,0,1,1,6,10,9,10,1
COL,1,1,1,1,1,1,8,4,8,5,7,3
COL,1,3,1,0,0,0,7,10,8,7,9,10
COL,2,1,1,1,0,1,10,10,10,10,1,10
COL,2,3,1,1,1,1,1,1,1,10,10,1
COL,1,4,1,0,0,1,10,10,10,4,1,10
COL,3,1,1,0,0,1,1,10,9,8,8,3
COL,2,1,1,0,0,0,7,7,9,10,10,1
COL,3,3,1,1,1,1,10,9,8,10,7,7
COL,1,4,1,1,1,1,10,10,10,1,1,10
COL,1,3,1,1,1,1,10,10,10,10,1,10
COL,1,3,1,0,0,1,10,10,3,6,7,1
COL,1,2,1,0,0,0,4,10,10,9,5,1
COL,3,3,1,0,0,0,10,1,10,10,10,1
COL,1,1,1,0,1,1,10,10,6,10,8,8
COL,3,2,1,1,1,1,6,4,6,8,10,9
COL,1,1,1,0,1,1,6,1,1,1,1,6
COL,3,4,1,1,0,1,10,10,8,6,6,7
COL,1,4,1,1,1,1,1,10,10,10,10,10
COL,1,3,1,0,0,1,1,10,1,10,1,5
COL,1,4,1,1,0,1,10,10,10,10,1,5
COL,1,1,1,0,0,0,10,10,10,1,10,10
COL,1,1,1,1,1,1,10,1,10,10,10,1
COL,1,3,1,1,0,1,10,8,5,4,9,8
COL,2,2,1,1,0,1,8,10,8,10,7,6
COL,1,3,1,0,1,1,8,8,10,8,5,7
COL,1,3,1,1,1,1,6,8,5,6,5,8
COL,1,2,1,1,1,1,10,10,1,1,1,5
COL,1,1,1,1,1,1,10,10,8,9,10,1
COL,1,3,1,1,1,1,10,10,10,5,10,1
COL,3,2,1,0,0,0,10,10,10,10,1,10
COL,1,3,1,1,1,1,10,10,10,10,6,6
COL,3,3,1,1,1,1,7,7,8,8,3,8
COL,1,2,1,1,1,1,2,6,5,6,6,5
COL,1,3,1,0,0,1,10,8,7,5,1,5
COL,2,3,1,0,0,1,6,8,5,3,1,5
COL,2,3,1,0,0,0,1,1,10,5,10,5
COL,3,2,1,1,1,1,10,10,10,10,1,10
COL,1,2,1,0,1,1,1,6,3,7,10,8
COL,1,1,1,1,0,1,10,10,10,10,10,10
COL,1,3,1,0,1,1,8,8,7,6,6,6
COL,3,3,1,0,0,1,8,2,1,1,8,2
COL,1,4,1,1,0,0,10,10,10,9,1,10
COL,1,2,1,1,1,1,10,10,10,10,1,5
COL,1,1,1,0,1,1,1,9,7,5,5,7
COL,3,3,1,1,0,0,5,4,3,6,1,5
COL,1,3,1,1,1,1,8,3,7,7,7,7
COL,3,1,1,0,1,1,4,4,9,8,8,10
COL,2,4,1,1,1,1,10,8,2,10,1,5
COL,3,2,1,0,0,0,10,1,1,4,10,5
COL,1,1,1,1,1,1,1,10,1,1,1,10
COL,1,4,1,1,1,1,5,10,10,5,8,10
COL,3,3,1,1,1,1,1,1,9,10,2,1
COL,1,3,1,1,1,1,8,8,9,8,8,1
COL,1,3,1,0,1,1,1,10,10,1,1,1
COL,1,2,1,0,0,0,5,8,10,10,1,8
COL,3,4,1,0,1,1,5,3,10,10,6,1
COL,3,2,1,0,0,0,5,7,9,8,9,6
COL,1,2,1,0,0,1,9,8,9,10,3,8
COL,1,2,1,0,1,1,5,6,7,5,7,5
COL,1,1,1,1,0,1,9,8,6,5,6,7
COL,3,2,1,1,1,1,5,7,10,10,10,7
COL,1,2,1,0,0,0,5,6,3,2,1,7
COL,2,2,1,1,0,0,1,1,1,1,1,8
COL,1,1,1,0,0,1,10,10,10,10,1,1
COL,2,1,1,1,1,1,7,7,9,9,7,5
COL,3,1,1,1,0,0,6,6,10,10,6,10
COL,1,1,1,0,1,1,10,1,8,9,2,10
COL,1,3,1,1,1,1,5,4,7,10,8,6
COL,1,3,1,0,1,1,9,9,9,4,1,6
COL,3,3,1,0,0,0,1,1,1,1,1,1
COL,2,2,1,1,1,1,2,4,6,5,8,1
COL,3,3,1,0,0,1,9,10,2,8,2,9
COL,1,1,1,1,0,1,7,6,6,5,6,4
COL,3,3,1,0,0,1,3,5,7,4,6,2
COL,3,3,1,1,1,1,2,4,6,4,5,10
COL,3,3,1,1,1,1,2,6,6,4,5,3
COL,1,1,1,1,1,0,7,1,10,1,1,1
COL,1,1,1,1,1,1,5,10,10,10,6,5
COL,3,1,1,0,1,1,7,3,9,10,8,7
COL,3,4,1,1,1,1,1,1,10,10,1,1
COL,1,1,1,1,1,1,6,6,6,10,5,1
COL,3,3,1,1,1,1,1,5,10,1,3,2
COL,2,3,1,1,1,1,1,10,10,10,10,1
COL,1,1,1,1,0,1,10,10,10,10,10,1
COL,1,3,1,1,1,1,1,10,10,1,10,10
COL,1,4,1,0,0,1,10,10,10,1,5,10
COL,1,1,1,0,0,1,10,10,3,4,4,6
COL,1,3,1,1,1,1,10,8,4,9,1,1
COL,3,3,1,1,1,1,3,1,10,10,6,1
COL,2,3,1,1,1,1,5,6,3,5,2,7
COL,1,3,1,1,1,1,7,5,3,5,4,5
COL,1,2,1,1,1,1,7,10,3,7,10,10
COL,1,4,1,0,0,1,1,10,1,5,2,7
COL,2,4,1,0,1,1,6,7,8,6,5,6
COL,3,4,1,0,0,0,4,1,3,10,1,2
COL,1,3,1,0,0,0,5,5,5,10,6,1
COL,1,3,1,0,0,0,10,10,10,1,10,10
COL,1,3,1,0,1,1,5,10,5,5,3,10
COL,1,2,1,1,1,1,1,10,10,10,10,1
COL,1,3,1,0,0,1,5,5,5,5,5,1
COL,1,3,1,1,0,1,9,10,2,2,8,9
COL,3,2,1,1,1,1,1,1,1,1,10,1
